track_name,artistas,track_popularity,track_album_name,playlist_genre,playlist_subgenre,followers,popularity,imagem_artista_url
Never Change,Obongjayar,41,Never Change,pop,indie poptimism,,,
Budapest,George Ezra,76,Wanted on Voyage,edm,pop edm,3053213.0,77.0,https://i.scdn.co/image/f145882e808633707759012c6417264f657304be
Alive,Krewella,55,Get Wet,edm,progressive electro house,,,
bum boy (feat. Orla Engstrøm),una schram,25,bum boy (feat. Orla Engstrøm),r&b,urban contemporary,,,
CASINO ROYAL,Kianush,77,CASINO ROYAL,rap,hip hop,152101.0,71.0,https://i.scdn.co/image/f9eb6dea8f54fca97e36acd7a767296cdb652272
Como Soy,Pacho El Antifeka,52,Como Soy,rap,trap,,,
The Lazy Song,Bruno Mars,70,Doo-Wops & Hooligans,latin,latin hip hop,24868300.0,88.0,https://i.scdn.co/image/aa32d6d4ca2467974403518dd3ebfe8831c5ced1
She Makes Me (Stormtrooper In Stilettos) - Remastered 2011,Queen,30,Sheer Heart Attack (2011 Remaster),rock,album rock,25221186.0,89.0,https://i.scdn.co/image/b040846ceba13c3e9c125d68389491094e7f2982
Tonight,Nurko,2,Tonight,edm,pop edm,,,
Inbetween Days,The Cure,62,The Head On The Door,rock,permanent wave,,,
Is This Love - 2017 Remastered Version,Whitesnake,5,Whitesnake (30th Anniversary Remaster),rock,hard rock,,,
Iggy SZN,Iggy Azalea,0,Iggy SZN,rap,southern hip hop,4748977.0,75.0,https://i.scdn.co/image/f8ace7e639f7342f6952496559535ec44b1e8a4d
On & On,Erykah Badu,67,Baduizm,r&b,new jack swing,,,
光線,Ghost like girlfriend,30,光線,pop,dance pop,,,
Hitcher,Mammothor,36,Hitcher,rock,hard rock,,,
Flames (feat. Ruel),SG Lewis,8,Flames,edm,progressive electro house,,,
Turbo Lover,Judas Priest,0,The Chosen Few,rock,hard rock,,,
Last Dance,Covenant,0,Last Dance,pop,electropop,,,
The Look Of Love - Pt. 1,ABC,60,The Lexicon Of Love,rock,permanent wave,,,
We'll Be Ok,Afrojack,0,Forget The World (Deluxe),edm,progressive electro house,3375550.0,76.0,https://i.scdn.co/image/903c3b850a41b7b8bfaa47625ea1d6477875f984
It's You,Ali Gatie,68,It's You,pop,post-teen pop,830497.0,82.0,https://i.scdn.co/image/3869620cf6bf907833f9489675079ac8ad7728cf
I Want U,Alison Wonderland,61,Run,edm,pop edm,363834.0,63.0,https://i.scdn.co/image/6d6a5e32c16012c1afa66c40c4cd39415b5549c9
Velitas,Darell,80,Velitas,latin,reggaeton,1119226.0,85.0,https://i.scdn.co/image/dc2e3420e1a51de9a0786c1bc94e6c5da8be17ee
Don't Wanna Know,Maroon 5,11,Don't Wanna Know,pop,electropop,23843388.0,89.0,https://i.scdn.co/image/608c7b23420c9556a7eabd9097f7e171a91d3871
No Option (feat. Burna Boy),DJ Snake,59,Carte Blanche,rap,trap,6779143.0,84.0,https://i.scdn.co/image/3b232935a2d2dc1fcc3bfd8db2d6be58292b2317
Джип,Nurminsky,45,Джип,rap,gangster rap,,,
The Message,Nas,64,It Was Written,rap,gangster rap,1883865.0,76.0,https://i.scdn.co/image/ba18d0131343ca84cb9ab0eb31f56745302bc78f
Dutty Love,Don Omar,60,Don Omar Presents MTO2: New Generation,latin,reggaeton,4036436.0,81.0,https://i.scdn.co/image/043aa595a838e80632c902d8397cb3232f299566
Why Don't You,Gramophonedzie,47,Why Don't You,edm,electro house,,,
Jupiter - Radio Edit,East & Young,30,Jupiter (Radio Edit),edm,electro house,,,
Lion (In My Head) - Original mix,MOTi,0,Lion (In My Head),edm,big room,199666.0,72.0,https://i.scdn.co/image/9eb4ad49c0e012c48a134e9b1fc751c6a836ca15
Choices,Project Pat,34,Ghetty Green,rap,southern hip hop,,,
Somebody,The Chainsmokers,0,Sick Boy...Siren,latin,tropical,15949888.0,88.0,https://i.scdn.co/image/960547a625bc2eb742bb3dd170cbc049d2e94cf9
Echoes - Extended Mix,Henrik B,0,Echoes,edm,progressive electro house,,,
Delilah - Galantis Remix / Edit,Florence + The Machine,0,Delilah (Galantis Remix / Edit),edm,big room,5119843.0,77.0,https://i.scdn.co/image/0cc0c2edddf3830194d55292cb43e6a72ac7247b
Do Right,Glades,44,To Love You,pop,indie poptimism,71107.0,53.0,https://i.scdn.co/image/b26ea1ecd7e2e4c6c852aaa68aee24697d464956
Tenho Você,Davi,53,Tenho Você,latin,tropical,,,
Brand New Funk,DJ Jazzy Jeff & The Fresh Prince,40,"He's The DJ, I'm The Rapper",rap,southern hip hop,,,
Came Up,Flosstradamus,61,Came Up,rap,trap,,,
Testimony,Mary J. Blige,6,Gospelflava.com Presents Something On The Inside,r&b,urban contemporary,,,
Space Cadet (feat. Gunna),Metro Boomin,7,NOT ALL HEROES WEAR CAPES,rap,trap,1814243.0,81.0,https://i.scdn.co/image/8986705c72b71411c261c0f9eb65b6a2c04cfe90
In My Dreams - Short Edit,DJ Antoine,27,In My Dreams,edm,progressive electro house,485143.0,67.0,https://i.scdn.co/image/d6acda4b68f4a34b9447cee7ba0ecf8498b74b55
Love Me,Lil Tecca,13,Love Me,rap,trap,2131838.0,84.0,https://i.scdn.co/image/3d4af4718b5bb0b90cd1e658919eac8add51475b
Jump - 2015 Remaster,Van Halen,78,1984 (Remastered),rock,classic rock,,,
Got 2 Luv U,Sean Paul,47,Tomahawk Technique,latin,latin hip hop,2995968.0,83.0,https://i.scdn.co/image/e15025ccdfab6e62b9c2b391e4e5f44bac36a3db
Thug 4 Life,2Pac,0,Loyal To The Game,rap,gangster rap,,,
Like I Love You,Lost Frequencies,58,Like I Love You,pop,dance pop,1749263.0,75.0,https://i.scdn.co/image/f1939ac538352cc77c43f24db2d9ce5fa1ac0e3b
Starboy,The Weeknd,15,Starboy,pop,electropop,20105504.0,98.0,https://i.scdn.co/image/d9a875c37277c35b94c60c00d2cd256db098505d
Culo Remix,Ivy Queen,48,Money Is Still A Major Issue,latin,reggaeton,,,
Cida,Agnes Nunes,64,Cida,r&b,hip pop,71121.0,60.0,https://i.scdn.co/image/3611e95b80acc8246195d52ce2b560226393def0
One,U2,77,Achtung Baby (Deluxe Edition),rock,classic rock,6634123.0,81.0,https://i.scdn.co/image/e22d5c0c8139b8439440a69854ed66efae91112d
Cold as Ice,Blacklite District,53,Instant Gratification,rock,hard rock,,,
Southernplayalisticadillacmuzik,OutKast,52,Southernplayalisticadillacmuzik,rap,gangster rap,1324729.0,76.0,https://i.scdn.co/image/cf78e460a538b48dec7ef55064cdc76042511a07
Who You Think I Am?,MF DOOM,40,Operation: Doomsday (Complete),rap,gangster rap,,,
2 Of Amerikaz Most Wanted,2Pac,54,Greatest Hits,rap,gangster rap,,,
RNP (feat. Anderson .Paak),YBN Cordae,26,RNP (feat. Anderson .Paak),rap,hip hop,1018375.0,73.0,https://i.scdn.co/image/00e6df3101796044c8d89b7c8e57ede911828ab6
Accelerator,Ephwurd,14,Accelerator,edm,electro house,,,
Vapormax,Duki,0,Vapormax,rap,trap,2993201.0,81.0,https://i.scdn.co/image/a79818e9d8da86117d16e493f0dad9076a57e9ad
Now That We Found Love,Heavy D & The Boyz,3,Peaceful Journey,r&b,new jack swing,,,
Youth,Ben Khan,34,1992 EP,pop,indie poptimism,,,
When Can I See You,Babyface,0,R&B Slow Grooves,r&b,new jack swing,,,
sanya,luvwn,42,sanya,rap,hip hop,,,
Good Times Roll,The Cars,60,The Cars,rock,classic rock,,,
Turn up the Speakers - Radio Edit,Afrojack,40,Turn Up The Speakers (Radio Edit),edm,big room,3375550.0,76.0,https://i.scdn.co/image/903c3b850a41b7b8bfaa47625ea1d6477875f984
Pressure,Muse,69,Simulation Theory (Super Deluxe),rock,permanent wave,5728721.0,79.0,https://i.scdn.co/image/12450535621500d6e519275f2c52d49c00a0168f
BOSS,NCT,68,NCT 2018 EMPATHY,pop,dance pop,,,
Without Me,Halsey,88,Without Me,latin,tropical,10299167.0,90.0,https://i.scdn.co/image/1ccc88afcd13131dc35a1bd028922dbc748a55fb
Like I Did,Shane Harper,45,Like I Did,pop,post-teen pop,,,
Last Request,Paolo Nutini,67,These Streets,rock,album rock,,,
Hustlin',Rick Ross,67,Port Of Miami,rap,gangster rap,3963922.0,82.0,https://i.scdn.co/image/d385491147314cbbe2826da3a379902891f97213
Sun Is Shining - Firebeatz Remix,Funkstar De Luxe,51,Sun Is Shining (Firebeatz Remix),edm,big room,,,
Go Your Own Way - 2004 Remaster,Fleetwood Mac,73,Rumours (Super Deluxe),rock,album rock,4475818.0,82.0,https://i.scdn.co/image/8976b6b0aacba6f7859b1f0ab7bc0adcd6ea7444
Genesis,Grimes,60,Visions,r&b,hip pop,1044383.0,73.0,https://i.scdn.co/image/40023d857fb2f0735ffd743b28cf4f6ea2b627f1
All My Happiness is Gone,Purple Mountains,57,Purple Mountains,pop,dance pop,,,
Tenerife - Original Mix,Aldair Silva,0,Latin Village 2015,latin,latin hip hop,,,
Not a Goodbye,Alex Parker,47,Not a Goodbye,latin,tropical,,,
Blood On Me,Sampha,1,Blood On Me,r&b,neo soul,415808.0,65.0,https://i.scdn.co/image/d099ce41ede99d25056f98f2a11cd422bab834fc
Take Me Higher 2017 - Club Mix,Mischa Daniels,27,Take Me Higher 2017,edm,progressive electro house,,,
The Weight,Smith,0,Easy Rider DELUXE EDITION,rock,classic rock,,,
The Fire,Rev Theory,33,Justice,rock,hard rock,,,
The Passenger,Iggy Pop,45,Lust For Life,rock,permanent wave,,,
Oblivion,Naffar,34,Oblivion,rap,trap,,,
Jus Lyke Compton,DJ Quik,38,Born And Raised In Compton: The Greatest Hits,rap,gangster rap,,,
Give Me Your Love,DEAMN,1,Give Me Your Love,edm,pop edm,,,
Make It Up,Shura,44,Nothing's Real,pop,indie poptimism,,,
Déjalo,Frank Reyes,27,"Solo Merengue, Vol. 17",latin,tropical,,,
Double Vision,Foreigner,52,Double Vision (Expanded),rock,album rock,,,
Self Esteem,The Offspring,67,Smash,rock,permanent wave,,,
Ocean Eyes - Blackbear Remix,Billie Eilish,73,Ocean Eyes (The Remixes),pop,electropop,24535752.0,95.0,https://i.scdn.co/image/2622edec99d68d1d141886be593c88cbe509f6d8
Halfway To Heaven,Panama Wedding,0,Into Focus EP,pop,indie poptimism,,,
Pont des arts,Triomphe,30,Pont des arts,edm,electro house,,,
By Your Side,The Him,44,By Your Side,edm,big room,,,
Dior,Pop Smoke,76,Meet The Woo,rap,hip hop,,,
Calypso,Luis Fonsi,69,Calypso,latin,latin hip hop,8340829.0,80.0,https://i.scdn.co/image/6004641991ca63396cccdd8553f9120d69ea58d0
mEnorme,Linn da Quebrada,37,mEnorme,latin,tropical,,,
Happy Feelin's,Ledisi,0,Silky Soul Music...An All-Star Tribute to Maze Featuring Frankie Beverly,r&b,neo soul,,,
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,91,No.6 Collaborations Project,latin,latin pop,62638197.0,94.0,https://i.scdn.co/image/f55cab0739390cf3b2c2f773b9c779b2f0ae8a99
A Place For Us (feat. Ynnox),Dualities,60,A Place For Us (feat. Ynnox),latin,tropical,,,
Blue Savannah,Erasure,0,Always - The Very Best of Erasure (Deluxe Version),pop,electropop,,,
"The Gangsta, The Killa And The Dope Dealer",Westside Connection,53,Bow Down,rap,gangster rap,,,
Time,Jungle,56,Jungle,pop,indie poptimism,,,
50,Mudd Bughatti,28,50,rap,southern hip hop,,,
I Will Survive,Gloria Gaynor,17,Universal Masters Collection,r&b,urban contemporary,458948.0,67.0,https://i.scdn.co/image/9f94d5ed50793702d0639d7ecfca5a1a764ffe25
New Level REMIX,A$AP Ferg,55,New Level REMIX,rap,trap,2373305.0,78.0,https://i.scdn.co/image/ea08ae0c9e60a0a416f18b02b35bb6591f62d171
Eu Tenho Drip,Derek,57,Eu Tenho Drip,rap,trap,92550.0,64.0,https://i.scdn.co/image/23762ecd027ff4d3bf2018053a05ccc02f774e63
You Know What It Is (feat. Wyclef Jean),T.I.,45,T.I. VS T.I.P.,rap,southern hip hop,3247332.0,78.0,https://i.scdn.co/image/eae4a88e33baad4b4ce4605aa074c45766e94d09
Crimson and Clover,Tommy James & The Shondells,56,Tommy James And The Shondells: Anthology,rock,classic rock,,,
Chase The Money,E-40,63,Practice Makes Paper,rap,southern hip hop,,,
Promise,Romeo Santos,68,Fórmula Vol. 1 (Deluxe Edition),latin,latin hip hop,10518584.0,83.0,https://i.scdn.co/image/573323ce254851c2c0b616758c9e9413948cd16b
Down Below,Roddy Ricch,78,Feed Tha Streets II,rap,hip hop,2305171.0,93.0,https://i.scdn.co/image/020e997fb003cf666859a90b57ca0519df769d30
Alipin,Shamrock,53,Are You Serious?,rock,classic rock,,,
Runaway - Maths Time Joy Remix,Electric Youth,0,Runaway (Maths Time Joy Remix),pop,indie poptimism,,,
Look Away - Steve Void Remix,Stephen Puth,47,Look Away (Steve Void Remix),latin,tropical,,,
Andas En Mi Cabeza,Chino & Nacho,72,Andas En Mi Cabeza,latin,latin pop,1742267.0,68.0,https://i.scdn.co/image/007051f58630034a5a722533fd374820154c7f95
LHNA (with Anuel AA),RobGz,68,LHNA (with Anuel AA),rap,trap,,,
No Llores,Jay Kalyl,39,No Llores,latin,tropical,,,
Tipsy - Club Mix,J-Kwon,62,Hood Hop,rap,southern hip hop,,,
Alive (with Offset & 2 Chainz),Lil Jon,65,Alive (with Offset & 2 Chainz),rap,southern hip hop,967775.0,75.0,https://i.scdn.co/image/5c35fe3e2d2c28f88940a7c48c4241528726c0c3
We Come from the Valley,Fiesty 2 Gunns,4,Charlie Row Campo - Southern Gang Violence,latin,latin hip hop,,,
PLAY,Tokyo Machine,52,PLAY,edm,electro house,,,
Listen to Your Heart,Roxette,75,Look Sharp! (2009 Version),pop,electropop,,,
Beds Are Burning - Remastered,Midnight Oil,63,20000 Watt RSL - The Midnight Oil Collection,rock,classic rock,,,
A Phone Call In Amsterdam,Valley,53,MAYBE,pop,indie poptimism,,,
Invincible,Adelitas Way,60,Adelitas Way,rock,hard rock,,,
Paranoid Android - Remastered,Radiohead,53,OK Computer OKNOTOK 1997 2017,rock,permanent wave,5075955.0,80.0,https://i.scdn.co/image/afcd616e1ef2d2786f47b3b4a8a6aeea24a72adc
Not That Type,gugudan,54,Act.5 New Action,pop,dance pop,,,
Welcome to Chilis,Yung Gravy,56,Welcome to Chilis,rap,hip hop,812916.0,78.0,https://i.scdn.co/image/dfaf486dabed4680e3e5d5872e080926011363b5
Daffodil Lament,The Cranberries,46,No Need To Argue,rock,album rock,2002510.0,75.0,https://i.scdn.co/image/143c01f407ed64a4b3bcbc92d24c05ef80981251
Don't Dream It's Over,Crowded House,72,Crowded House,rock,permanent wave,,,
Calling (Lose My Mind) - Radio Edit,Sebastian Ingrosso,56,Calling (Lose My Mind),edm,progressive electro house,,,
Vermin,dolorifics,25,Vermin,pop,electropop,,,
Standing In The Way Of Control,Gossip,0,Standing In The Way Of Control,rock,album rock,,,
Swing My Door,Gucci Mane,42,Chicken Talk,rap,southern hip hop,3201171.0,84.0,https://i.scdn.co/image/666097bb14996636cf7e106ca712a36fb39f8774
Yokubou ni michita seinendan,ONE OK ROCK,47,Zeitakubyō,rock,album rock,2903429.0,73.0,https://i.scdn.co/image/e7adafc800f54e5b500c4fcbea9953cb14e646a6
Do This Together,Kav Verhouzer,44,Do This Together,latin,tropical,,,
Addiction (feat. Lil Wayne & Saweetie),Big K.R.I.T.,58,K.R.I.T. IZ HERE,rap,southern hip hop,,,
Therapy,Timmy Trumpet,69,Therapy,edm,big room,616977.0,75.0,https://i.scdn.co/image/19f3fac006358960cd5ded1fcdb93847c5a8c7be
Pa' Que Retozen,Tego Calderon,71,El Abayarde,latin,latin pop,,,
Muévelo,Nicky Jam,82,Muévelo,latin,latin pop,11493557.0,89.0,https://i.scdn.co/image/e2cc83fdb16667b0cc6c011da4747adedc759185
On The Floor - Radio Edit,Jennifer Lopez,74,On The Floor,pop,electropop,7961113.0,79.0,https://i.scdn.co/image/6ae2a9eef263be601f3d02f47b2f4b8912dde429
I'd Rather Go Blind - Live,Dua Lipa,60,Live Acoustic EP,r&b,urban contemporary,16437833.0,95.0,https://i.scdn.co/image/330f9806621bc0fe67f5c06f2f1f8df53d011b4e
Buzzin - Remix Explicit Version,Mann,1,Buzzin Remix,rap,southern hip hop,,,
You,Five Finger Death Punch,51,"The Wrong Side of Heaven and the Righteous Side of Hell, Vol. 1",rock,hard rock,,,
Kod Bateria Riddim,Genairo Nvilla,5,Kod Bateria Riddim,latin,latin hip hop,,,
Baby,Justin Bieber,76,My World 2.0,latin,latin hip hop,34403677.0,95.0,https://i.scdn.co/image/d745628f6659a715f0f69eed1508805849796e5e
The Christmas Song,Chaka Khan,24,40 Years: A Charlie Brown Christmas,r&b,neo soul,,,
Water Fountain,Alec Benjamin,78,Narrated For You,pop,post-teen pop,1458924.0,82.0,https://i.scdn.co/image/3456c9584254a3269549795b0bd63e841a86e974
Coming Down,Five Finger Death Punch,0,American Capitalist,rock,hard rock,,,
Cry for Me,Camila Cabello,73,Cry for Me,r&b,hip pop,15948075.0,90.0,https://i.scdn.co/image/667daebca4856db3f4cbe8f51a4881091e62c401
El Perdón,Nicky Jam,74,Fénix,latin,latin pop,11493557.0,89.0,https://i.scdn.co/image/e2cc83fdb16667b0cc6c011da4747adedc759185
Back to Black,Besomorph,49,Back to Black,rap,trap,,,
Стволок за поясок,nogano,41,Лакшери,rap,gangster rap,,,
Wait For Me (MOTi edit),Domastic,26,Wait For Me (MOTi edit),edm,progressive electro house,,,
Gone Ride With Me,Juvenile,37,400 Degreez,rap,southern hip hop,,,
Te Quiero Ver,Ceaese,0,Utopia,latin,latin hip hop,,,
ROCKABYE BABY (feat. ScHoolboy Q),Joey Bada$$,55,ALL-AMERIKKKAN BADA$$,rap,southern hip hop,1693167.0,74.0,https://i.scdn.co/image/14eccdf3e49205a3300445ff37de3e19f84fe558
Warming Up,Pete Flux,22,Traveling Thought,r&b,hip pop,,,
Move - Showtek Radio Edit,twoloud,35,Move (Showtek Edit),edm,big room,,,
"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",Dimelo Flow,83,"El Favor (with Nicky Jam & Sech, feat. Farruko, Zion & Lunay)",latin,reggaeton,80093.0,84.0,https://i.scdn.co/image/59778573cb3e067dc449307bc57c9271de248d67
Faded Pictures - From The Rush Hour Soundtrack,Case,0,Best Of,r&b,new jack swing,,,
She's A Beauty - Remastered 1991,The Tubes,50,Outside Inside,rock,album rock,,,
Beauty Mark,Deonna Martin,1,Beauty Mark,r&b,neo soul,,,
La Boda,Aventura,66,God's Project,latin,reggaeton,3673408.0,77.0,https://i.scdn.co/image/b8708b549d4ef6ffb90cd07097db171e2846d96e
New Sky (feat. Kadhja Bonet),SiR,55,Chasing Summer,r&b,neo soul,293974.0,70.0,https://i.scdn.co/image/ebb405d155a76d5a29704eb4c29235ffdcaf0e20
Mysterious Ways,U2,62,Achtung Baby (Deluxe Edition),rock,classic rock,6634123.0,81.0,https://i.scdn.co/image/e22d5c0c8139b8439440a69854ed66efae91112d
Déjà Vu,Katy Perry,53,Witness (Deluxe),pop,post-teen pop,15233842.0,86.0,https://i.scdn.co/image/aa35fc26f93448a00947cf54fbd877759296f4ff
Bring It All to Me - Single Version,Blaque,18,Platinum Hits 2000,r&b,new jack swing,,,
Dopamine,Franc Moody,46,Dopamine,edm,progressive electro house,,,
Jupiter Unison - 3LAU Bootleg,3LAU,0,Dance Floor Filth 2,edm,progressive electro house,,,
"Tu No Metes Cabra Remix (feat. Daddy Yankee, Anuel AA & Cosculluela)",Bad Bunny,7,Tu No Metes Cabra Remix,rap,trap,20590410.0,100.0,https://i.scdn.co/image/23009960c33ef08d5973440cca17985a6c70a515
Tough (feat. Noah Kahan),Quinn XCII,67,From Michigan With Love,pop,indie poptimism,456813.0,77.0,https://i.scdn.co/image/facbfabef055ab376512dcd3fc56005b2309c83f
Oxygen,Maia Mitchell,46,Teen Beach Movie,pop,post-teen pop,,,
Coming Down,Halsey,60,BADLANDS (Deluxe),r&b,hip pop,10299167.0,90.0,https://i.scdn.co/image/1ccc88afcd13131dc35a1bd028922dbc748a55fb
Have Yourself a Merry Little Christmas,Luther Vandross,28,Merry Christmas - En riktigt God Jul,r&b,neo soul,,,
American Teen,Khalid,72,American Teen,latin,tropical,11227838.0,93.0,https://i.scdn.co/image/05da6a798c59e8ab7102d77c8deb79d67a1360ed
2 Seater (feat. Quavo & 21 Savage),DJ Holiday,46,2 Seater (feat. Quavo & 21 Savage),rap,gangster rap,,,
What Do You Mean?,Justin Bieber,78,Purpose (Deluxe),edm,pop edm,34403677.0,95.0,https://i.scdn.co/image/d745628f6659a715f0f69eed1508805849796e5e
Worldwide,Big Time Rush,58,BTR,pop,post-teen pop,,,
Powerglide (feat. Juicy J),Rae Sremmurd,5,Powerglide (feat. Juicy J),rap,gangster rap,5777701.0,78.0,https://i.scdn.co/image/7d6e7fa3946448178d50c8e3e42c517a6dd06aa1
I Get Money,50 Cent,1,Curtis,rap,gangster rap,5985512.0,83.0,https://i.scdn.co/image/dd031b9c5d1b6eba4a691cd89c954255aae787f2
You'll Remember Me,Ralph Tresvant,11,It's Goin' Down,r&b,new jack swing,,,
george,Arlo Parks,51,George,r&b,hip pop,,,
Swimming Pools (Drank),Kendrick Lamar,7,Swimming Pools (Drank),r&b,urban contemporary,14442646.0,88.0,https://i.scdn.co/image/3a836196bfb341f736c7fe2704fb75de53f8dfbb
Ballin' Hot (Prod. by Khrysis),Rapsody,5,The Black Mamba,rap,southern hip hop,,,
Step Back (VIP Mix),Chocolate Puma,40,Step Back (VIP Mix),edm,electro house,,,
El Vacile,Systema Solar,35,El Vacile,latin,tropical,,,
Law,Sleepdealer,54,Isla,rap,hip hop,,,
Self Control,Frank Ocean,74,Blonde,r&b,neo soul,5594232.0,86.0,https://i.scdn.co/image/7db34c8aace6feb91f38601bb75e6b3301b4657a
Afterlife (Reyer Remix),Reyer,22,Worship: The Remix Project,edm,progressive electro house,,,
Dr. Feelgood,Mötley Crüe,14,Dr. Feelgood 20th Anniversary (Expanded Version),rock,album rock,2504069.0,74.0,https://i.scdn.co/image/82e32119f6232816abbf017a4bbb5481c5cb9d44
Россия,Basta,26,Баста 3,rap,gangster rap,,,
Somebody,Internet Money,83,Somebody,rap,hip hop,22868.0,67.0,https://i.scdn.co/image/bb65d69c25b6ce3c48d139812ba976a96df35446
Kathleen,Catfish and the Bottlemen,66,The Balcony,rock,permanent wave,804946.0,70.0,https://i.scdn.co/image/f806bef13021f4113c15d649dbc3eadc0b8cea8d
Crazy Train,Ozzy Osbourne,34,Memoirs of a Madman,rock,classic rock,2823962.0,78.0,https://i.scdn.co/image/59cb2a9f548a1e53e91f90fe6bcf9d7aef4f5856
Sweet Dreams (Are Made of This),Winati,67,Sweet Dreams (are Made of This),pop,dance pop,,,
Congratulations,pewdiepie,66,Congratulations,pop,electropop,,,
Chick On the Side Remix,The Louisiana Blues Brothas,0,Love On the Bayou,rap,southern hip hop,,,
Simple Man,Lynyrd Skynyrd,9,(Pronounced 'Leh-'Nérd 'Skin-'Nérd) [Expanded Edition],rock,album rock,2697453.0,75.0,https://i.scdn.co/image/ae580d5ee491fc30bb9077018331e6c3e3ecd089
Ich pass auf,BRADO,62,Ich pass auf,rap,hip hop,41131.0,57.0,https://i.scdn.co/image/a3391666df93ea8fec7b61a2d47410c4e05d301e
Flesh,"Royce Da 5'9""",27,Layers,rap,southern hip hop,453338.0,72.0,https://i.scdn.co/image/811d6567cc46a6950269b41154b547e2578d4d10
Ain't No Future In Yo' Frontin',MC Breed,48,MC Breed & DFC,rap,southern hip hop,,,
Step Aside,Raven & Kreyn,31,Step Aside,edm,electro house,,,
Yesterdays,Guns N' Roses,3,Use Your Illusion II (Explicit Version),rock,album rock,16386563.0,82.0,https://i.scdn.co/image/80920b4fc80b6d970e2934eb8abe27014fc60632
Corrupted by Design,Perturbator,40,New Model,pop,electropop,,,
Colours - Pantac Remix,Loreno Mayer,17,Colours (Pantac Remix),edm,progressive electro house,,,
